element,fixture,total_points
76.0,62.0,0.0
76.0,75.0,1.0
76.0,82.0,1.0
76.0,93.0,0.0
76.0,106.0,0.0
76.0,113.0,0.0
76.0,129.0,0.0
76.0,132.0,0.0
76.0,143.0,7.0
76.0,157.0,0.0
76.0,177.0,1.0
76.0,182.0,0.0
76.0,198.0,0.0
76.0,202.0,1.0
76.0,217.0,0.0
76.0,222.0,0.0
76.0,233.0,0.0
76.0,247.0,0.0
76.0,253.0,0.0
76.0,262.0,0.0
76.0,273.0,0.0
76.0,162.0,0.0
76.0,292.0,0.0
77.0,3.0,2.0
77.0,14.0,10.0
77.0,22.0,2.0
77.0,32.0,1.0
77.0,42.0,10.0
77.0,53.0,1.0
77.0,62.0,1.0
77.0,75.0,1.0
77.0,82.0,2.0
77.0,93.0,0.0
77.0,106.0,0.0
77.0,113.0,9.0
77.0,129.0,2.0
77.0,132.0,1.0
77.0,143.0,8.0
77.0,157.0,7.0
77.0,177.0,1.0
77.0,182.0,9.0
77.0,198.0,2.0
77.0,202.0,1.0
77.0,217.0,2.0
77.0,222.0,3.0
77.0,233.0,2.0
77.0,247.0,2.0
77.0,253.0,3.0
77.0,262.0,8.0
77.0,273.0,3.0
77.0,162.0,1.0
77.0,292.0,2.0
78.0,3.0,0.0
78.0,14.0,0.0
78.0,22.0,0.0
78.0,32.0,0.0
78.0,42.0,3.0
78.0,53.0,1.0
78.0,62.0,1.0
78.0,75.0,1.0
78.0,82.0,1.0
78.0,93.0,0.0
78.0,106.0,0.0
78.0,113.0,1.0
78.0,129.0,0.0
78.0,132.0,1.0
78.0,143.0,0.0
78.0,157.0,1.0
78.0,177.0,2.0
78.0,182.0,3.0
78.0,198.0,1.0
78.0,202.0,0.0
78.0,217.0,0.0
78.0,222.0,1.0
78.0,233.0,1.0
78.0,247.0,1.0
78.0,253.0,1.0
78.0,262.0,1.0
78.0,273.0,12.0
78.0,162.0,2.0
78.0,292.0,1.0
79.0,3.0,0.0
79.0,14.0,0.0
79.0,22.0,0.0
79.0,32.0,0.0
79.0,42.0,0.0
79.0,53.0,0.0
79.0,62.0,0.0
79.0,75.0,0.0
79.0,82.0,0.0
79.0,93.0,0.0
79.0,106.0,0.0
79.0,113.0,0.0
79.0,129.0,0.0
79.0,132.0,0.0
79.0,143.0,0.0
79.0,157.0,0.0
79.0,177.0,0.0
79.0,182.0,0.0
79.0,198.0,0.0
79.0,202.0,0.0
79.0,217.0,0.0
79.0,222.0,0.0
79.0,233.0,0.0
79.0,247.0,0.0
79.0,253.0,0.0
79.0,262.0,0.0
79.0,273.0,0.0
79.0,162.0,0.0
79.0,292.0,0.0
80.0,3.0,0.0
80.0,14.0,0.0
80.0,22.0,0.0
80.0,32.0,0.0
80.0,42.0,0.0
80.0,53.0,0.0
80.0,62.0,0.0
80.0,75.0,0.0
80.0,82.0,0.0
80.0,93.0,0.0
80.0,106.0,0.0
80.0,113.0,0.0
80.0,129.0,0.0
80.0,132.0,0.0
80.0,143.0,0.0
80.0,157.0,0.0
80.0,177.0,0.0
80.0,182.0,0.0
80.0,198.0,0.0
80.0,202.0,0.0
80.0,217.0,0.0
80.0,222.0,0.0
80.0,233.0,0.0
80.0,247.0,0.0
80.0,253.0,0.0
80.0,262.0,0.0
80.0,273.0,0.0
80.0,162.0,0.0
80.0,292.0,0.0
81.0,3.0,2.0
81.0,14.0,2.0
81.0,22.0,1.0
81.0,32.0,0.0
81.0,42.0,0.0
81.0,53.0,0.0
81.0,62.0,1.0
81.0,75.0,1.0
81.0,82.0,1.0
81.0,93.0,1.0
81.0,106.0,1.0
81.0,113.0,1.0
81.0,129.0,0.0
81.0,132.0,0.0
81.0,143.0,0.0
81.0,157.0,1.0
81.0,177.0,1.0
81.0,182.0,0.0
81.0,198.0,0.0
81.0,202.0,0.0
81.0,217.0,0.0
81.0,222.0,0.0
81.0,233.0,0.0
81.0,247.0,0.0
81.0,253.0,0.0
81.0,262.0,0.0
81.0,273.0,0.0
81.0,162.0,0.0
81.0,292.0,0.0
82.0,3.0,4.0
82.0,14.0,6.0
82.0,22.0,2.0
82.0,32.0,1.0
82.0,42.0,0.0
82.0,53.0,1.0
82.0,62.0,1.0
82.0,75.0,0.0
82.0,82.0,0.0
82.0,93.0,9.0
82.0,106.0,1.0
82.0,113.0,2.0
82.0,129.0,5.0
82.0,132.0,5.0
82.0,143.0,2.0
82.0,157.0,1.0
82.0,177.0,1.0
82.0,182.0,5.0
82.0,198.0,1.0
82.0,202.0,0.0
82.0,217.0,2.0
82.0,222.0,1.0
82.0,233.0,1.0
82.0,247.0,8.0
82.0,253.0,2.0
82.0,262.0,7.0
82.0,273.0,2.0
82.0,162.0,13.0
82.0,292.0,2.0
83.0,3.0,1.0
83.0,14.0,1.0
83.0,22.0,0.0
83.0,32.0,4.0
83.0,42.0,1.0
83.0,53.0,0.0
83.0,62.0,0.0
83.0,75.0,1.0
83.0,82.0,1.0
83.0,93.0,0.0
83.0,106.0,0.0
83.0,113.0,5.0
83.0,129.0,2.0
83.0,132.0,0.0
83.0,143.0,14.0
83.0,157.0,15.0
83.0,177.0,5.0
83.0,182.0,6.0
83.0,198.0,0.0
83.0,202.0,0.0
83.0,217.0,2.0
83.0,222.0,1.0
83.0,233.0,8.0
83.0,247.0,0.0
83.0,253.0,1.0
83.0,262.0,1.0
83.0,273.0,0.0
83.0,162.0,0.0
83.0,292.0,0.0
84.0,3.0,0.0
84.0,14.0,0.0
84.0,22.0,0.0
84.0,32.0,0.0
84.0,42.0,0.0
84.0,53.0,0.0
84.0,62.0,1.0
84.0,75.0,1.0
84.0,82.0,0.0
84.0,93.0,1.0
84.0,106.0,0.0
84.0,113.0,1.0
84.0,129.0,5.0
84.0,132.0,1.0
84.0,143.0,6.0
84.0,157.0,6.0
84.0,177.0,4.0
84.0,182.0,6.0
84.0,198.0,1.0
84.0,202.0,0.0
84.0,217.0,2.0
84.0,222.0,2.0
84.0,233.0,0.0
84.0,247.0,1.0
84.0,253.0,2.0
84.0,262.0,5.0
84.0,273.0,0.0
84.0,162.0,0.0
84.0,292.0,5.0
85.0,3.0,7.0
85.0,14.0,5.0
85.0,22.0,2.0
85.0,32.0,7.0
85.0,42.0,2.0
85.0,53.0,6.0
85.0,62.0,2.0
85.0,75.0,1.0
85.0,82.0,7.0
85.0,93.0,2.0
85.0,106.0,2.0
85.0,113.0,13.0
85.0,129.0,2.0
85.0,132.0,6.0
85.0,143.0,2.0
85.0,157.0,7.0
85.0,177.0,17.0
85.0,182.0,6.0
85.0,198.0,2.0
85.0,202.0,2.0
85.0,217.0,8.0
85.0,222.0,2.0
85.0,233.0,4.0
85.0,247.0,12.0
85.0,253.0,2.0
85.0,262.0,2.0
85.0,273.0,0.0
85.0,162.0,8.0
85.0,292.0,5.0
86.0,3.0,0.0
86.0,14.0,0.0
86.0,22.0,0.0
86.0,32.0,4.0
86.0,42.0,3.0
86.0,53.0,2.0
86.0,62.0,1.0
86.0,75.0,2.0
86.0,82.0,2.0
86.0,93.0,2.0
86.0,106.0,2.0
86.0,113.0,3.0
86.0,129.0,16.0
86.0,132.0,2.0
86.0,143.0,1.0
86.0,157.0,9.0
86.0,177.0,2.0
86.0,182.0,3.0
86.0,198.0,6.0
86.0,202.0,2.0
86.0,217.0,2.0
86.0,222.0,1.0
86.0,233.0,2.0
86.0,247.0,2.0
86.0,253.0,2.0
86.0,262.0,2.0
86.0,273.0,2.0
86.0,162.0,1.0
86.0,292.0,3.0
87.0,3.0,0.0
87.0,14.0,1.0
87.0,22.0,1.0
87.0,32.0,0.0
87.0,42.0,0.0
87.0,53.0,1.0
87.0,62.0,0.0
87.0,75.0,0.0
87.0,82.0,0.0
87.0,93.0,0.0
87.0,106.0,0.0
87.0,113.0,0.0
87.0,129.0,0.0
87.0,132.0,0.0
87.0,143.0,0.0
87.0,157.0,0.0
87.0,177.0,0.0
87.0,182.0,0.0
87.0,198.0,0.0
87.0,202.0,0.0
87.0,217.0,0.0
87.0,222.0,0.0
87.0,233.0,0.0
87.0,247.0,0.0
87.0,253.0,0.0
87.0,262.0,0.0
87.0,273.0,0.0
87.0,162.0,0.0
87.0,292.0,0.0
88.0,3.0,0.0
88.0,14.0,0.0
88.0,22.0,0.0
88.0,32.0,0.0
88.0,42.0,0.0
88.0,53.0,0.0
88.0,62.0,0.0
88.0,75.0,0.0
88.0,82.0,0.0
88.0,93.0,0.0
88.0,106.0,0.0
88.0,113.0,0.0
88.0,129.0,0.0
88.0,132.0,0.0
88.0,143.0,0.0
88.0,157.0,0.0
88.0,177.0,0.0
88.0,182.0,0.0
88.0,198.0,0.0
88.0,202.0,0.0
88.0,217.0,0.0
88.0,222.0,0.0
88.0,233.0,0.0
88.0,247.0,0.0
88.0,253.0,0.0
88.0,262.0,0.0
88.0,273.0,0.0
88.0,162.0,0.0
88.0,292.0,0.0
89.0,3.0,2.0
89.0,14.0,1.0
89.0,22.0,1.0
89.0,32.0,1.0
89.0,42.0,6.0
89.0,53.0,0.0
89.0,62.0,0.0
89.0,75.0,1.0
89.0,82.0,0.0
89.0,93.0,2.0
89.0,106.0,-1.0
89.0,113.0,6.0
89.0,129.0,2.0
89.0,132.0,1.0
89.0,143.0,5.0
89.0,157.0,6.0
89.0,177.0,1.0
89.0,182.0,7.0
89.0,198.0,1.0
89.0,202.0,0.0
89.0,217.0,2.0
89.0,222.0,2.0
89.0,233.0,1.0
89.0,247.0,0.0
89.0,253.0,2.0
89.0,262.0,6.0
89.0,273.0,1.0
89.0,162.0,7.0
89.0,292.0,2.0
90.0,8.0,1.0
90.0,13.0,4.0
90.0,23.0,0.0
90.0,32.0,1.0
90.0,46.0,0.0
90.0,52.0,0.0
90.0,67.0,2.0
90.0,78.0,1.0
90.0,83.0,5.0
90.0,95.0,7.0
90.0,101.0,0.0
90.0,117.0,0.0
90.0,121.0,1.0
90.0,133.0,0.0
90.0,142.0,0.0
90.0,158.0,0.0
90.0,163.0,0.0
90.0,183.0,0.0
90.0,192.0,0.0
90.0,203.0,1.0
90.0,216.0,1.0
90.0,223.0,1.0
90.0,240.0,1.0
90.0,241.0,0.0
90.0,176.0,2.0
90.0,259.0,0.0
90.0,261.0,1.0
90.0,271.0,1.0
90.0,283.0,7.0
90.0,293.0,0.0
91.0,8.0,0.0
91.0,13.0,0.0
91.0,23.0,0.0
91.0,32.0,0.0
91.0,46.0,0.0
91.0,52.0,0.0
91.0,67.0,0.0
91.0,78.0,0.0
91.0,83.0,0.0
91.0,95.0,0.0
91.0,101.0,0.0
91.0,117.0,0.0
91.0,121.0,0.0
91.0,133.0,0.0
91.0,142.0,0.0
91.0,158.0,0.0
91.0,163.0,0.0
91.0,183.0,0.0
91.0,192.0,0.0
91.0,203.0,0.0
91.0,216.0,0.0
91.0,223.0,0.0
91.0,240.0,0.0
91.0,241.0,0.0
91.0,176.0,0.0
91.0,259.0,0.0
91.0,261.0,0.0
91.0,271.0,0.0
91.0,283.0,0.0
91.0,293.0,0.0
92.0,8.0,1.0
92.0,13.0,0.0
92.0,23.0,0.0
92.0,32.0,0.0
92.0,46.0,0.0
92.0,52.0,0.0
92.0,67.0,0.0
92.0,78.0,0.0
92.0,83.0,0.0
92.0,95.0,0.0
92.0,101.0,0.0
92.0,117.0,0.0
92.0,121.0,1.0
92.0,133.0,6.0
92.0,142.0,2.0
92.0,158.0,2.0
92.0,163.0,0.0
92.0,183.0,0.0
92.0,192.0,0.0
92.0,203.0,1.0
92.0,216.0,1.0
92.0,223.0,1.0
92.0,240.0,1.0
92.0,241.0,0.0
92.0,176.0,0.0
92.0,259.0,0.0
92.0,261.0,0.0
92.0,271.0,0.0
92.0,283.0,3.0
92.0,293.0,0.0
93.0,8.0,0.0
93.0,13.0,0.0
93.0,23.0,0.0
93.0,32.0,0.0
93.0,46.0,0.0
93.0,52.0,0.0
93.0,67.0,0.0
93.0,78.0,0.0
93.0,83.0,0.0
93.0,95.0,0.0
93.0,101.0,0.0
93.0,117.0,0.0
93.0,121.0,0.0
93.0,133.0,0.0
93.0,142.0,0.0
93.0,158.0,0.0
93.0,163.0,0.0
93.0,183.0,0.0
93.0,192.0,0.0
93.0,203.0,0.0
93.0,216.0,0.0
93.0,223.0,0.0
93.0,240.0,0.0
93.0,241.0,0.0
93.0,176.0,0.0
93.0,259.0,0.0
93.0,261.0,0.0
93.0,271.0,0.0
93.0,283.0,0.0
93.0,293.0,0.0
94.0,8.0,0.0
94.0,13.0,0.0
94.0,23.0,0.0
94.0,32.0,0.0
94.0,46.0,0.0
94.0,52.0,0.0
94.0,67.0,0.0
94.0,78.0,0.0
94.0,83.0,0.0
94.0,95.0,0.0
94.0,101.0,0.0
94.0,117.0,0.0
94.0,121.0,0.0
94.0,133.0,0.0
94.0,142.0,0.0
94.0,158.0,0.0
94.0,163.0,0.0
94.0,183.0,0.0
94.0,192.0,0.0
94.0,203.0,0.0
94.0,216.0,0.0
94.0,223.0,0.0
94.0,240.0,0.0
94.0,241.0,0.0
94.0,176.0,0.0
94.0,259.0,0.0
94.0,261.0,0.0
94.0,271.0,0.0
94.0,283.0,0.0
94.0,293.0,0.0
95.0,8.0,0.0
95.0,13.0,0.0
95.0,23.0,0.0
95.0,32.0,0.0
95.0,46.0,0.0
95.0,52.0,0.0
95.0,67.0,0.0
95.0,78.0,0.0
95.0,83.0,0.0
95.0,95.0,0.0
95.0,101.0,0.0
95.0,117.0,0.0
95.0,121.0,0.0
95.0,133.0,0.0
95.0,142.0,0.0
95.0,158.0,0.0
95.0,163.0,0.0
95.0,183.0,0.0
95.0,192.0,0.0
95.0,203.0,0.0
95.0,216.0,0.0
95.0,223.0,0.0
95.0,240.0,0.0
95.0,241.0,0.0
95.0,176.0,0.0
95.0,259.0,0.0
95.0,261.0,0.0
95.0,271.0,0.0
95.0,283.0,0.0
95.0,293.0,0.0
96.0,8.0,1.0
96.0,13.0,6.0
96.0,23.0,2.0
96.0,32.0,4.0
96.0,46.0,1.0
96.0,52.0,1.0
96.0,67.0,2.0
96.0,78.0,0.0
96.0,83.0,6.0
96.0,95.0,6.0
96.0,101.0,10.0
96.0,117.0,1.0
96.0,121.0,0.0
96.0,133.0,0.0
96.0,142.0,0.0
96.0,158.0,0.0
96.0,163.0,0.0
96.0,183.0,0.0
96.0,192.0,1.0
96.0,203.0,1.0
96.0,216.0,1.0
96.0,223.0,1.0
96.0,240.0,8.0
96.0,241.0,0.0
96.0,176.0,0.0
96.0,259.0,0.0
96.0,261.0,1.0
96.0,271.0,0.0
96.0,283.0,1.0
96.0,293.0,0.0
97.0,8.0,0.0
97.0,13.0,0.0
97.0,23.0,0.0
97.0,32.0,0.0
97.0,46.0,0.0
97.0,52.0,0.0
97.0,67.0,0.0
97.0,78.0,0.0
97.0,83.0,0.0
97.0,95.0,0.0
97.0,101.0,0.0
97.0,117.0,0.0
97.0,121.0,0.0
97.0,133.0,0.0
97.0,142.0,0.0
97.0,158.0,0.0
97.0,163.0,0.0
97.0,183.0,0.0
97.0,192.0,0.0
97.0,203.0,0.0
97.0,216.0,0.0
97.0,223.0,0.0
97.0,240.0,0.0
97.0,241.0,0.0
97.0,176.0,0.0
97.0,259.0,0.0
97.0,261.0,0.0
97.0,271.0,0.0
97.0,283.0,0.0
97.0,293.0,0.0
98.0,8.0,1.0
98.0,13.0,1.0
98.0,23.0,0.0
98.0,32.0,0.0
98.0,46.0,0.0
98.0,52.0,0.0
98.0,67.0,0.0
98.0,78.0,0.0
98.0,83.0,0.0
98.0,95.0,0.0
98.0,101.0,0.0
98.0,117.0,0.0
98.0,121.0,0.0
98.0,133.0,0.0
98.0,142.0,1.0
98.0,158.0,1.0
98.0,163.0,3.0
98.0,183.0,1.0
98.0,192.0,1.0
98.0,203.0,5.0
98.0,216.0,1.0
98.0,223.0,1.0
98.0,240.0,0.0
98.0,241.0,1.0
98.0,176.0,1.0
98.0,259.0,4.0
98.0,261.0,0.0
98.0,271.0,1.0
98.0,283.0,0.0
98.0,293.0,0.0
99.0,8.0,0.0
99.0,13.0,1.0
99.0,23.0,0.0
99.0,32.0,0.0
99.0,46.0,0.0
99.0,52.0,0.0
99.0,67.0,0.0
99.0,78.0,0.0
99.0,83.0,0.0
99.0,95.0,0.0
99.0,101.0,0.0
99.0,117.0,0.0
99.0,121.0,0.0
99.0,133.0,0.0
99.0,142.0,0.0
99.0,158.0,0.0
99.0,163.0,0.0
99.0,183.0,0.0
99.0,192.0,0.0
99.0,203.0,1.0
99.0,216.0,1.0
99.0,223.0,0.0
99.0,240.0,0.0
99.0,241.0,0.0
99.0,176.0,0.0
99.0,259.0,0.0
99.0,261.0,0.0
99.0,271.0,0.0
99.0,283.0,0.0
99.0,293.0,0.0
100.0,8.0,0.0
100.0,13.0,0.0
100.0,23.0,0.0
100.0,32.0,0.0
100.0,46.0,0.0
100.0,52.0,0.0
100.0,67.0,0.0
100.0,78.0,0.0
100.0,83.0,0.0
100.0,95.0,0.0
100.0,101.0,0.0
100.0,117.0,0.0
100.0,121.0,0.0
100.0,133.0,0.0
100.0,142.0,0.0
100.0,158.0,0.0
100.0,163.0,0.0
100.0,183.0,0.0
100.0,192.0,0.0
100.0,203.0,0.0
100.0,216.0,0.0
100.0,223.0,0.0
100.0,240.0,0.0
100.0,241.0,0.0
100.0,176.0,0.0
100.0,259.0,0.0
100.0,261.0,0.0
100.0,271.0,0.0
100.0,283.0,0.0
100.0,293.0,0.0
101.0,8.0,2.0
101.0,13.0,6.0
101.0,23.0,4.0
101.0,32.0,2.0
101.0,46.0,1.0
101.0,52.0,2.0
101.0,67.0,2.0
101.0,78.0,0.0
101.0,83.0,6.0
101.0,95.0,6.0
101.0,101.0,0.0
101.0,117.0,3.0
101.0,121.0,3.0
101.0,133.0,2.0
101.0,142.0,2.0
101.0,158.0,3.0
101.0,163.0,2.0
101.0,183.0,0.0
101.0,192.0,2.0
101.0,203.0,1.0
101.0,216.0,1.0
101.0,223.0,10.0
101.0,240.0,7.0
101.0,241.0,1.0
101.0,176.0,5.0
101.0,259.0,0.0
101.0,261.0,2.0
101.0,271.0,2.0
101.0,283.0,2.0
101.0,293.0,0.0
102.0,8.0,0.0
102.0,13.0,0.0
102.0,23.0,0.0
102.0,32.0,0.0
102.0,46.0,0.0
102.0,52.0,0.0
102.0,67.0,0.0
102.0,78.0,0.0
102.0,83.0,0.0
102.0,95.0,0.0
102.0,101.0,0.0
102.0,117.0,0.0
102.0,121.0,0.0
102.0,133.0,0.0
102.0,142.0,0.0
102.0,158.0,0.0
102.0,163.0,0.0
102.0,183.0,0.0
102.0,192.0,0.0
102.0,203.0,0.0
102.0,216.0,0.0
102.0,223.0,0.0
102.0,240.0,0.0
102.0,241.0,0.0
102.0,176.0,0.0
102.0,259.0,0.0
102.0,261.0,0.0
102.0,271.0,0.0
102.0,283.0,0.0
102.0,293.0,0.0
103.0,8.0,4.0
103.0,13.0,5.0
103.0,23.0,2.0
103.0,32.0,1.0
103.0,46.0,1.0
103.0,52.0,0.0
103.0,67.0,0.0
103.0,78.0,0.0
103.0,83.0,0.0
103.0,95.0,0.0
103.0,101.0,0.0
103.0,117.0,0.0
103.0,121.0,0.0
103.0,133.0,0.0
103.0,142.0,0.0
103.0,158.0,0.0
103.0,163.0,0.0
103.0,183.0,0.0
103.0,192.0,0.0
103.0,203.0,0.0
103.0,216.0,0.0
103.0,223.0,0.0
103.0,240.0,0.0
103.0,241.0,0.0
103.0,176.0,0.0
103.0,259.0,0.0
103.0,261.0,0.0
103.0,271.0,0.0
103.0,283.0,0.0
103.0,293.0,0.0
104.0,8.0,0.0
104.0,13.0,5.0
104.0,23.0,2.0
104.0,32.0,1.0
104.0,46.0,1.0
104.0,52.0,1.0
104.0,67.0,1.0
104.0,78.0,0.0
104.0,83.0,0.0
104.0,95.0,6.0
104.0,101.0,0.0
104.0,117.0,0.0
104.0,121.0,0.0
104.0,133.0,0.0
104.0,142.0,0.0
104.0,158.0,0.0
104.0,163.0,0.0
104.0,183.0,0.0
104.0,192.0,0.0
104.0,203.0,0.0
104.0,216.0,0.0
104.0,223.0,0.0
104.0,240.0,0.0
104.0,241.0,0.0
104.0,176.0,0.0
104.0,259.0,0.0
104.0,261.0,0.0
104.0,271.0,0.0
104.0,283.0,0.0
104.0,293.0,0.0
105.0,8.0,2.0
105.0,13.0,3.0
105.0,23.0,2.0
105.0,32.0,2.0
105.0,46.0,2.0
105.0,52.0,5.0
105.0,67.0,2.0
105.0,78.0,2.0
105.0,83.0,2.0
105.0,95.0,3.0
105.0,101.0,2.0
105.0,117.0,1.0
105.0,121.0,2.0
