,second_name,first_name,id,team,element_type,total_points,points_per_game,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,ep_next,ep_this,event_points,form,in_dreamteam,news,news_added,now_cost,photo,selected_by_percent,special,squad_number,status,team_code,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
426,Bidstrup,Mads,94,4,3,0,0.0,0.0,0.0,481405,0,0,0,0,0,0.0,0.0,0,0.0,False,Transfer to Red Bull Salzburg on a permanent basis,2023-07-19T08:50:35.624414Z,45,481405.jpg,0.0,False,,u,94,0,0,134,0,0.0,0.0,Bidstrup,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,734,290,728,289,717,285,737,291,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,436,253,657,244,738,293,815,349,0.0,0.0
427,Canós Tenés,Sergi,95,4,3,0,0.0,0.0,0.0,174932,0,0,0,0,0,0.0,0.0,0,0.0,False,Permanent transfer to Valencia,2023-08-21T08:27:40.363072Z,50,174932.jpg,0.0,False,,u,94,292,0,3845,3,0.0,0.0,Canós,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,815,349,813,349,811,349,815,349,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,192,118,782,331,814,349,688,271,0.0,0.0
428,Damsgaard,Mikkel,98,4,3,23,1.6,100.0,100.0,440089,0,0,-2,2,0,1.9,0.4,1,1.4,False,,2023-08-26T21:00:07.451858Z,48,440089.jpg,0.0,False,,a,94,3196,83,11193,37,0.3,4.8,Damsgaard,352,0,2,1,4,0,0,0,0,0,0,0,82,90.0,118.0,64.0,27.3,2,0.46,0.51,0.97,4.57,360,150,235,140,288,146,334,148,,,,,,,0.12,0.0,0.13,0.25,1.17,1.02,296,193,217,104,371,162,533,185,0.51,0.26
429,Dasilva,Josh,99,4,3,3,1.0,0.0,0.0,183656,0,0,-3,3,0,0.0,0.0,0,0.0,False,Knee injury - Unknown return date,2024-02-08T16:00:08.095666Z,47,183656.jpg,0.0,False,,i,94,1177,7,10929,12,0.0,0.6,Dasilva,22,0,0,0,0,0,0,0,0,0,0,0,6,6.8,15.4,14.0,3.6,0,0.00,0.23,0.23,0.10,491,219,418,208,419,207,471,213,4.0,,,,4.0,,0.0,0.0,0.94,0.94,0.41,0.0,318,208,732,296,489,225,609,223,0.0,0.0
430,Janelt,Vitaly,105,4,3,64,2.3,,,204580,0,0,-2,2,0,2.1,0.6,2,1.6,False,,,53,204580.jpg,0.1,False,,a,94,15456,1057,16986,156,0.3,12.1,Janelt,2239,0,3,5,41,0,0,0,5,0,0,1,309,337.0,403.3,220.0,96.1,27,1.37,2.39,3.76,35.82,164,74,60,50,128,82,102,66,,,,,,,0.06,0.0,0.1,0.16,1.44,1.65,143,89,199,96,261,110,411,130,1.09,0.2
431,Jensen,Mathias,106,4,3,78,3.4,100.0,100.0,207283,0,0,-1,1,0,1.9,0.4,1,1.4,False,,2023-11-27T21:30:09.188544Z,54,207283.jpg,1.0,False,,a,94,489952,6270,499426,1086,0.3,14.4,Jensen,1511,3,4,6,34,0,0,0,3,0,0,8,317,358.2,460.3,111.0,92.7,19,0.59,3.33,3.92,26.45,145,64,49,40,216,117,112,68,2.0,,3.0,,,,0.04,0.0,0.2,0.24,1.58,2.03,121,73,218,105,106,55,192,58,1.13,0.36
432,Lewis-Potter,Keane,107,4,3,49,2.3,100.0,100.0,249231,0,0,-3,3,0,2.3,0.8,2,1.8,False,,2023-10-07T21:30:07.954328Z,47,249231.jpg,0.1,False,,a,94,16977,495,15061,117,0.4,10.4,Lewis-Potter,995,2,2,1,27,0,0,0,0,0,0,1,138,195.8,143.3,291.0,62.8,10,3.32,1.18,4.49,16.88,273,115,203,130,91,55,197,100,,,,,,,0.3,0.0,0.11,0.41,1.53,2.44,323,211,181,84,254,103,459,151,0.9,0.09
433,Mbeumo,Bryan,108,4,3,87,5.8,0.0,0.0,446008,0,0,2,-2,3,0.0,0.0,0,0.0,False,Ankle injury - Expected back 30 Mar,2023-12-06T23:30:08.432649Z,67,446008.jpg,5.8,False,,i,94,4625317,233,5101113,2312,0.0,13.0,Mbeumo,1286,7,4,3,20,0,0,0,1,0,0,9,250,384.2,397.6,440.0,122.1,15,8.42,3.88,12.30,18.67,125,52,65,52,52,32,62,47,1.0,,2.0,,2.0,,0.59,0.0,0.27,0.86,1.31,1.4,42,25,828,359,9,6,60,21,1.05,0.21
434,Nørgaard,Christian,110,4,3,63,2.4,75.0,100.0,128295,0,0,-2,2,0,1.7,0.8,1,1.8,False,Knock - 75% chance of playing,2024-03-09T23:30:08.257499Z,53,128295.jpg,0.2,False,,d,94,33560,377,35361,523,0.3,11.9,Nørgaard,2175,2,1,4,45,0,0,0,8,0,0,3,359,451.4,337.2,297.0,108.9,26,3.55,2.09,5.64,37.34,89,34,76,58,89,53,80,57,,,,,,,0.15,0.0,0.09,0.24,1.55,1.86,135,82,187,89,243,100,345,108,1.08,0.17
435,Onyeka,Frank,111,4,3,29,1.4,100.0,100.0,428580,0,0,-1,1,0,2.3,0.8,1,1.8,False,,2023-12-30T22:30:09.377535Z,49,428580.jpg,0.0,False,,a,94,3622,326,3500,51,0.4,5.9,Onyeka,1072,0,2,1,26,0,0,0,8,0,0,0,109,212.4,163.4,170.0,54.5,10,1.80,1.40,3.20,19.02,252,103,176,113,158,98,216,108,,,,,,,0.15,0.0,0.12,0.27,1.6,2.18,255,162,184,87,404,183,615,226,0.84,0.08
436,Schade,Kevin,115,4,3,19,3.8,0.0,0.0,513418,0,0,-3,3,0,0.0,0.0,0,0.0,False,Muscle injury - Unknown return date,2023-09-23T22:00:07.161600Z,52,513418.jpg,0.1,False,,i,94,18703,2,26371,9,0.0,3.7,Schade,255,1,1,1,2,0,0,0,0,0,0,2,40,48.2,42.0,62.0,15.1,3,0.80,0.35,1.15,2.36,424,185,359,183,293,149,396,181,,,,,,,0.28,0.0,0.12,0.4,0.83,0.71,163,99,799,342,65,36,517,176,1.06,0.35
437,Trevitt,Ryan,118,4,3,0,0.0,0.0,0.0,591357,0,0,0,0,0,0.0,0.0,0,0.0,False,Season long loan to Exeter,2023-08-14T03:58:13.701084Z,45,591357.jpg,0.0,False,,u,94,236,0,1950,1,0.0,0.0,Trevitt,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,783,325,780,325,771,322,786,326,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,504,301,715,285,784,326,685,269,0.0,0.0
438,Yarmoliuk,Yegor,120,4,3,19,1.1,,,508395,0,0,-2,2,0,0.9,-0.6,1,0.4,False,,,43,508395.jpg,0.5,False,,a,94,68143,172,94494,371,0.1,4.4,Yarmoliuk,429,0,0,2,6,0,0,0,2,0,0,0,57,54.4,41.6,67.0,16.2,4,0.70,0.45,1.15,6.70,413,177,360,184,280,142,390,177,,,,,,,0.15,0.0,0.09,0.24,1.41,1.26,644,357,327,159,426,193,239,72,0.84,0.42
439,Olakigbe,Michael,620,4,3,8,1.0,0.0,0.0,501284,0,0,0,0,0,0.0,0.0,0,0.0,False,Joins Peterborough United on loan until the end of the season,2024-02-01T07:18:47.524133Z,45,501284.jpg,0.0,False,,u,94,3360,0,3817,9,0.0,1.8,Olakigbe,51,0,0,0,0,0,0,0,0,0,0,0,14,4.8,4.1,27.0,3.5,0,0.14,0.02,0.16,0.70,498,223,451,223,377,191,473,215,,,,,,,0.25,0.0,0.04,0.29,1.24,0.0,457,271,676,261,477,218,636,241,0.0,0.0
440,Brierley,Ethan,684,4,3,0,0.0,,,494041,0,0,0,0,0,0.5,-1.0,0,0.0,False,,,45,494041.jpg,0.0,False,,a,94,2125,14,1684,12,0.0,0.0,Brierley,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,747,300,741,299,730,295,750,301,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,451,265,670,255,750,303,679,266,0.0,0.0
441,Ghoddos,Saman,701,4,3,24,1.4,100.0,100.0,205836,0,0,0,0,0,1.1,-0.4,1,0.6,False,,2023-12-30T18:00:11.430719Z,45,205836.jpg,0.0,False,,a,94,13910,44,11823,39,0.1,5.3,Ghoddos,698,1,0,0,18,0,0,0,5,0,0,0,116,132.0,162.4,45.0,34.1,7,0.30,0.94,1.24,11.76,323,136,179,115,327,168,304,142,,,,,,,0.04,0.0,0.12,0.16,1.52,2.32,379,230,290,140,400,179,590,214,0.9,0.0
442,Peart-Harris,Myles,744,4,3,3,1.0,0.0,0.0,450539,0,0,0,0,0,0.0,0.0,0,0.0,False,On loan to Portsmouth until the end of the season,2024-01-24T08:00:31.356953Z,45,450539.jpg,0.0,False,,u,94,201,0,200,1,0.0,0.7,Peart-Harris,11,0,0,0,0,0,0,0,0,0,0,0,6,2.2,10.9,2.0,1.5,0,0.00,0.00,0.00,0.07,514,234,435,217,457,227,499,228,,,,,,,0.0,0.0,0.0,0.0,0.57,0.0,419,242,645,235,469,212,813,347,0.0,0.0
443,Adingra,Simon,122,5,3,77,3.7,100.0,100.0,535818,0,0,0,0,2,0.0,5.2,3,5.2,False,,2023-12-30T23:00:12.285175Z,50,535818.jpg,1.0,False,,a,36,384634,785,311333,5747,1.0,15.4,Adingra,1443,6,1,2,25,0,0,0,2,0,0,8,246,365.4,319.7,502.0,118.6,16,3.04,1.79,4.83,21.54,138,61,83,62,39,24,67,52,,,,,,,0.19,0.0,0.11,0.3,1.34,1.56,214,135,28,19,74,39,199,60,1.0,0.12
444,Alzate,Steven,123,5,3,0,0.0,0.0,0.0,235382,0,0,-1,1,0,0.0,0.0,0,0.0,False,Season long loan to Standard Liège,2023-09-08T08:19:00.187945Z,44,235382.jpg,0.0,False,,u,36,2752,0,13472,7,0.0,0.0,Alzate,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,682,256,673,258,647,247,685,257,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,555,316,588,205,694,264,537,187,0.0,0.0
445,Ayari,Yasin,124,5,3,0,0.0,0.0,0.0,509416,0,0,0,0,0,0.0,0.0,0,0.0,False,Season-long loan to Coventry City,2023-08-23T08:37:48.427770Z,45,509416.jpg,0.0,False,,u,36,483,0,5079,2,0.0,0.0,Ayari,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,752,305,747,305,736,301,755,306,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,461,275,679,264,755,308,656,253,0.0,0.0
446,Buonanotte,Facundo,125,5,3,43,2.3,100.0,100.0,536916,0,0,-3,3,0,0.0,2.8,0,2.8,False,,2023-12-29T00:00:09.617892Z,47,536916.jpg,0.1,False,,a,36,17164,39,14760,405,0.6,9.1,Buonanotte,938,3,1,4,12,0,0,0,6,0,0,1,122,213.8,237.1,183.0,63.4,12,1.80,0.86,2.66,13.69,251,102,124,88,146,92,196,99,,,,,,,0.17,0.0,0.08,0.25,1.31,1.15,332,218,109,47,255,104,440,146,1.15,0.38
447,Dahoud,Mahmoud,128,5,3,14,1.6,0.0,0.0,168090,0,0,-2,2,0,0.0,0.0,0,0.0,False,Joined Stuttgart on loan for the rest of the season,2024-02-02T15:28:49.454185Z,48,168090.jpg,0.1,False,,u,36,8538,0,19435,29,0.0,2.9,Dahoud,449,0,1,1,6,0,0,0,1,1,0,0,68,70.4,127.2,24.0,21.7,6,0.22,0.54,0.76,5.16,396,169,220,135,390,195,366,165,,,,,,,0.04,0.0,0.11,0.15,1.03,1.2,285,185,744,305,370,161,488,165,1.2,0.2
448,Enciso,Julio,130,5,3,11,2.2,100.0,100.0,474120,0,0,-5,5,0,0.0,0.8,1,0.8,False,,2023-08-23T21:00:05.704925Z,50,474120.jpg,0.4,False,,a,36,48186,69,387245,120,0.2,2.2,Enciso,144,0,2,0,4,0,0,0,1,0,0,0,33,44.6,41.5,69.0,15.4,2,0.43,0.60,1.03,2.51,428,189,361,185,279,141,395,180,,,,,,,0.27,0.0,0.38,0.65,1.57,2.5,208,131,278,133,279,119,255,82,1.25,0.0
449,Gilmour,Billy,133,5,3,54,2.2,100.0,0.0,243568,-1,1,-2,2,1,0.0,0.0,0,0.2,False,,2024-02-24T22:00:08.965035Z,48,243568.jpg,0.2,False,,a,36,89121,22,83440,236,0.0,11.2,Gilmour,1775,0,3,5,30,0,0,0,5,1,0,4,310,251.0,423.7,97.0,77.2,20,0.86,2.15,3.01,29.91,226,91,56,47,235,125,143,77,,,,,,,0.04,0.0,0.11,0.15,1.52,1.52,294,191,368,174,273,115,321,102,1.01,0.25
450,Groß,Pascal,134,5,3,132,5.1,100.0,100.0,60307,0,0,1,-1,1,0.0,6.0,8,6.0,False,,2023-09-22T14:00:07.601244Z,66,60307.jpg,8.4,False,,a,36,1681167,7561,1127628,44108,0.9,20.0,Gross,2212,4,11,5,32,0,0,0,4,0,0,28,574,800.8,1221.8,354.0,237.7,24,5.27,6.90,12.17,34.37,7,3,1,1,74,44,6,5,1.0,,1.0,,2.0,,0.21,0.0,0.28,0.49,1.4,1.3,43,26,19,12,14,11,49,17,0.98,0.2
451,Kozłowski,Kacper,137,5,3,0,0.0,0.0,0.0,484658,0,0,0,0,0,0.0,0.0,0,0.0,False,Joined vitesse on a season long loan,2023-07-20T08:40:22.941077Z,45,484658.jpg,0.0,False,,u,36,0,0,135,0,0.0,0.0,Kozłowski,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,736,292,730,291,719,287,739,293,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,439,256,660,247,740,295,819,351,0.0,0.0
452,Lallana,Adam,138,5,3,23,1.1,100.0,100.0,39155,0,0,-1,1,0,0.0,0.5,0,0.5,False,,2023-09-29T14:00:08.638239Z,49,39155.jpg,0.0,False,,a,36,5530,17,9434,37,0.1,4.7,Lallana,655,0,1,1,10,0,0,0,2,0,0,0,77,73.0,198.9,87.0,35.8,10,0.31,1.38,1.69,10.31,392,167,152,100,248,129,296,139,,,,,,,0.04,0.0,0.19,0.23,1.42,1.37,218,139,316,153,431,197,527,180,1.37,0.14
453,March,Solly,140,5,3,39,5.6,0.0,0.0,109345,0,0,-4,4,1,0.0,0.0,0,0.0,False,Knee injury - Unknown return date,2023-10-21T17:30:07.514105Z,61,109345.jpg,2.1,False,,i,36,1021925,17,1247059,417,0.0,6.4,March,555,3,1,2,11,0,0,0,1,0,0,6,134,197.4,126.5,139.0,46.4,7,2.10,0.97,3.07,10.50,271,114,221,136,189,105,246,119,2.0,,,,,,0.34,0.0,0.16,0.5,1.7,1.78,59,35,824,357,11,8,140,44,1.14,0.32
454,Milner,James,142,5,3,28,1.9,0.0,0.0,15157,0,0,-2,2,0,0.0,0.0,0,0.0,False,Muscle injury - Expected back 31 Mar,2024-01-31T02:00:10.142491Z,48,15157.jpg,0.1,False,,i,36,9078,5,24477,45,0.0,5.8,Milner,770,0,2,4,12,0,0,0,3,0,0,0,146,152.8,253.5,61.0,46.8,11,0.29,2.18,2.47,12.81,309,128,118,83,295,150,242,116,4.0,,,,,,0.03,0.0,0.25,0.28,1.5,1.4,267,171,738,300,322,137,406,127,1.29,0.47
455,Mitoma,Kaoru,143,5,3,74,3.9,0.0,0.0,451340,0,0,-1,1,2,0.0,0.0,0,2.2,False,Back injury - Expected back 19 May,2024-02-23T15:30:08.811169Z,64,451340.jpg,12.7,False,,i,36,2988198,39,5512823,8382,0.3,11.6,Mitoma,1485,3,7,1,27,0,0,0,4,0,0,7,252,327.6,375.1,636.0,134.0,15,3.49,3.56,7.05,24.64,172,76,68,54,21,13,49,37,,,,,,,0.21,0.0,0.22,0.43,1.49,1.64,51,29,156,71,60,33,32,12,0.91,0.06
456,Moder,Jakub,144,5,3,9,1.0,100.0,100.0,243505,0,0,-1,1,0,0.0,1.0,2,1.0,False,,2023-10-20T15:30:08.340971Z,44,243505.jpg,0.1,False,,a,36,7758,30,11146,38,0.2,2.0,Moder,214,0,0,1,3,0,0,0,2,0,0,0,30,27.4,46.4,34.0,10.9,1,0.51,0.18,0.69,3.44,451,198,350,179,358,182,428,194,,,,,,,0.21,0.0,0.08,0.29,1.45,1.26,558,318,242,114,456,202,489,166,0.42,0.42
457,Sarmiento Morante,Jeremy,146,5,3,0,0.0,0.0,0.0,441192,0,0,0,0,0,0.0,0.0,0,0.0,False,Joined West Bromwich Albion on a season-long loan,2023-07-26T11:28:45.117167Z,45,441192.jpg,0.0,False,,u,36,0,0,1591,3,0.0,0.0,Sarmiento,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,722,281,716,281,702,274,725,282,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,415,239,642,232,728,285,717,284,0.0,0.0
458,Hinshelwood,Jack,621,5,3,42,3.5,0.0,0.0,532529,0,0,0,0,0,0.0,0.0,0,0.0,False,Foot injury - Unknown return date,2024-02-10T10:00:09.863138Z,45,532529.jpg,0.1,False,,i,36,28406,9,24551,218,0.0,9.3,Hinshelwood,866,3,0,2,17,0,0,0,1,0,0,5,155,200.2,118.9,230.0,55.0,8,2.10,0.36,2.46,14.30,269,112,233,139,120,77,213,106,,,,,,,0.22,0.0,0.04,0.26,1.49,1.77,484,291,699,278,91,47,486,164,0.83,0.21
459,Baleba,Carlos,690,5,3,19,1.1,,,535301,0,0,0,0,0,0.0,1.0,3,1.0,False,,,45,535301.jpg,0.0,False,,a,36,17084,33,14147,51,0.2,4.2,Baleba,757,0,0,1,17,0,0,0,5,0,0,0,103,113.4,89.4,35.0,23.8,9,0.54,0.11,0.64,12.92,340,144,276,157,354,180,352,157,,,,,,,0.06,0.0,0.01,0.07,1.54,2.02,487,293,246,115,429,196,529,182,1.07,0.12
460,Fati Vieira,Anssumane,700,5,3,29,1.9,100.0,100.0,465607,0,0,-1,1,0,0.0,1.5,0,1.5,False,,2023-11-25T19:00:10.816004Z,64,465607.jpg,0.4,False,,a,36,184911,352,171121,442,0.2,4.5,Ansu Fati,468,2,1,1,10,0,0,0,2,0,0,1,76,115.2,85.5,261.0,46.1,3,3.36,0.49,3.85,6.55,339,143,280,159,106,68,248,121,,,,,,,0.65,0.0,0.09,0.74,1.26,1.92,52,30,216,103,328,142,280,88,0.58,0.19
461,Baker-Boaitey,Benicio,742,5,3,4,1.0,,,475480,0,0,0,0,0,0.0,0.0,0,0.0,False,,,45,475480.jpg,0.0,False,,a,36,844,4,580,9,0.0,0.9,Baker-Boaitey,14,0,0,0,1,0,0,0,0,0,0,0,11,4.6,1.6,0.0,0.5,0,0.00,0.03,0.03,0.46,499,224,471,231,715,283,514,233,,,,,,,0.0,0.0,0.19,0.19,2.96,6.43,433,251,655,242,472,214,750,301,0.0,0.0
462,Duffus,Joshua,747,5,3,0,0.0,,,532528,0,0,-1,1,0,0.0,0.0,0,0.0,False,,,44,532528.jpg,0.0,False,,a,36,666,13,454,15,0.0,0.0,Duffus,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,697,267,688,269,666,260,700,268,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,591,339,606,217,706,274,760,305,0.0,0.0
463,Barrington,Luca,755,5,3,0,0.0,,,500052,0,0,0,0,0,0.0,0.0,0,0.0,False,,,45,500052.jpg,0.0,False,,a,36,361,5,270,10,0.0,0.0,Barrington,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,750,303,744,302,733,298,753,304,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,456,270,675,260,753,306,781,322,0.0,0.0
464,Peupion,Cameron,786,5,3,0,0.0,,,491598,0,0,0,0,0,0.0,0.0,0,0.0,False,,,45,491598.jpg,0.0,False,,a,36,117,3,61,0,0.0,0.0,Peupion,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,745,298,739,297,728,293,748,299,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,449,263,668,253,748,301,811,346,0.0,0.0
465,Agyei,Enock,156,6,3,0,0.0,,,578614,0,0,-3,3,0,-0.5,-0.5,0,0.0,False,,,42,578614.jpg,0.5,False,,a,90,86527,616,60582,1189,0.0,0.0,Agyei,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,654,243,640,245,611,233,657,244,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,668,362,535,187,665,251,251,80,0.0,0.0
466,Bastien,Samuel,158,6,3,0,0.0,0.0,0.0,189776,0,0,-1,1,0,0.0,0.0,0,0.0,False,Has joined Kasimpasa S.K. on loan,2023-09-18T10:36:05.969054Z,49,189776.jpg,0.0,False,,u,90,326,0,2693,0,0.0,0.0,Bastien,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,801,338,797,337,793,335,802,338,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,233,150,757,313,801,338,671,263,0.0,0.0
467,Hedilazio,Manuel Benson,159,6,3,6,1.0,100.0,100.0,183751,0,0,-3,3,0,0.0,0.0,0,0.5,False,,2023-09-27T09:00:08.265496Z,52,183751.jpg,0.1,False,,a,90,2663,68,16405,34,0.1,1.2,Benson,88,0,0,0,4,0,0,0,0,0,0,0,18,14.0,25.5,23.0,6.3,1,0.05,0.17,0.22,3.41,469,206,394,197,392,197,454,204,,,,,,,0.05,0.0,0.17,0.22,3.49,4.09,157,96,320,156,500,234,485,163,1.02,0.0
468,Brownhill,Josh,161,6,3,61,2.3,100.0,100.0,172782,0,0,-3,3,0,-0.3,-0.3,1,0.2,False,,2024-02-24T22:00:09.032671Z,47,172782.jpg,0.2,False,,a,90,65900,635,78752,184,0.0,13.0,Brownhill,2028,3,1,2,50,0,0,0,3,1,0,0,310,399.0,427.2,182.0,101.0,22,1.45,1.81,3.26,41.65,116,50,55,46,147,93,96,65,1.0,,,,,,0.06,0.0,0.08,0.14,1.85,2.22,315,206,365,171,253,102,334,105,0.98,0.09
469,Churlinov,Darko,162,6,3,0,0.0,0.0,0.0,250735,0,0,-1,1,0,0.0,0.0,0,0.0,False,On loan to Schalke 04 until the end of the season,2024-01-24T07:59:45.301572Z,44,250735.jpg,0.0,False,,u,90,1360,0,4000,8,0.0,0.0,Churlinov,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,686,260,677,262,651,251,689,261,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,561,321,593,209,698,268,648,250,0.0,0.0
470,Cork,Jack,163,6,3,3,1.0,100.0,100.0,40145,0,0,-2,2,0,-0.3,-0.3,0,0.2,False,,2023-11-23T20:00:09.981535Z,48,40145.jpg,0.0,False,,a,90,926,15,2910,11,0.0,0.6,Cork,18,0,0,0,0,0,0,0,0,0,0,0,7,4.2,1.9,2.0,0.8,0,0.00,0.01,0.01,0.13,500,225,466,228,464,231,508,231,,,,,,,0.0,0.0,0.05,0.05,0.65,0.0,268,172,366,172,491,227,633,239,0.0,0.0
471,Costelloe,Dara,164,6,3,0,0.0,0.0,0.0,530873,0,0,0,0,0,0.0,0.0,0,0.0,False,Season long loan to St Johnstone,2023-08-17T06:12:47.501520Z,45,530873.jpg,0.0,False,,u,90,101,0,2937,2,0.0,0.0,Costelloe,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,767,317,763,317,752,313,770,318,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,478,288,696,277,769,319,711,280,0.0,0.0
472,Cullen,Josh,165,6,3,29,1.9,100.0,100.0,172567,0,0,0,0,0,1.7,1.7,6,2.2,False,,2023-12-04T16:30:09.492483Z,50,172567.jpg,0.1,False,,a,90,7997,372,11075,45,0.4,5.8,Cullen,1166,0,2,0,32,0,0,0,5,0,0,1,178,201.2,181.5,36.0,41.8,13,0.17,1.06,1.23,24.75,266,110,163,107,349,179,272,130,,,,,,,0.01,0.0,0.08,0.09,1.91,2.47,189,115,152,68,325,140,483,162,1.0,0.0
473,Gudmundsson,Jóhann Berg,170,6,3,34,1.7,100.0,100.0,60586,0,0,-2,2,0,0.7,0.7,1,1.2,False,,2023-12-19T18:00:09.313020Z,48,60586.jpg,0.0,False,,a,90,4050,37,6958,16,0.3,7.1,Gudmundsson,1048,0,2,2,23,0,0,0,2,0,0,0,149,162.8,452.7,99.0,71.6,12,0.87,2.14,3.01,17.89,302,127,50,41,230,122,171,88,2.0,,2.0,,,,0.07,0.0,0.18,0.25,1.54,1.98,272,175,227,108,350,152,607,221,1.03,0.17
474,Twine,Scott,180,6,3,0,0.0,0.0,0.0,226473,0,0,-1,1,0,0.0,0.0,0,0.0,False,Season long loan to Hull,2023-08-21T08:28:24.720790Z,49,226473.jpg,0.0,False,,u,90,119,0,2694,0,0.0,0.0,Twine,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,807,342,802,341,798,339,807,342,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,248,158,764,318,806,342,714,281,0.0,0.0
475,Zaroury,Anass,184,6,3,4,0.7,0.0,0.0,511783,0,0,-4,4,0,0.0,0.0,0,0.0,False,Season-long loan to Hull City,2024-02-04T18:45:23.350129Z,46,511783.jpg,0.0,False,,u,90,1951,0,12740,14,0.0,0.9,Zaroury,149,0,0,0,4,0,0,0,0,1,0,0,10,6.8,36.3,19.0,5.6,1,0.16,0.11,0.27,3.36,490,218,371,190,397,199,459,207,,,,,,,0.1,0.0,0.07,0.17,2.03,2.42,349,224,725,291,530,247,601,218,0.6,0.0
476,Berge,Sander,475,6,3,53,2.0,,,207189,0,0,-4,4,1,1.3,1.3,1,1.8,False,,,46,207189.jpg,0.1,False,,a,90,14643,238,23816,64,0.4,11.5,Berge,2102,1,1,2,54,0,0,0,6,1,0,3,277,370.2,257.2,128.0,75.6,24,1.75,0.81,2.56,46.53,135,59,115,80,196,108,152,79,,,,,,,0.07,0.0,0.03,0.1,1.99,2.31,342,221,180,83,303,127,421,135,1.03,0.09
